query_name	consensus
L1/L1_split8.sparql	2
L1/L1_split9.sparql	2
L2/L2_split0.sparql	8008
L2/L2_split1.sparql	8008
L2/L2_split10.sparql	8008
L2/L2_split11.sparql	3191
L2/L2_split12.sparql	852
L2/L2_split13.sparql	1331
L2/L2_split14.sparql	852
L2/L2_split15.sparql	16363
L2/L2_split16.sparql	16363
L2/L2_split17.sparql	8008
L2/L2_split18.sparql	783
L2/L2_split19.sparql	1559
L2/L2_split2.sparql	8008
L2/L2_split3.sparql	1331
L2/L2_split4.sparql	924
L2/L2_split5.sparql	2063
L2/L2_split6.sparql	16363
L2/L2_split7.sparql	1121
L2/L2_split8.sparql	8008
L2/L2_split9.sparql	3191
L3/L3_split0.sparql	43
L3/L3_split1.sparql	5
L3/L3_split10.sparql	12
L3/L3_split11.sparql	31
L3/L3_split12.sparql	6
L3/L3_split13.sparql	29
L3/L3_split14.sparql	13
L3/L3_split15.sparql	51
L3/L3_split16.sparql	23
L3/L3_split17.sparql	5
L3/L3_split18.sparql	51
L3/L3_split19.sparql	51
L3/L3_split2.sparql	29
L3/L3_split3.sparql	13
L3/L3_split4.sparql	43
L3/L3_split5.sparql	10
L3/L3_split6.sparql	40
L3/L3_split7.sparql	37
L3/L3_split8.sparql	5
L3/L3_split9.sparql	23
L4/L4_split0.sparql	5866
L4/L4_split1.sparql	5894
L4/L4_split10.sparql	5952
L4/L4_split11.sparql	5810
L4/L4_split12.sparql	5788
L4/L4_split13.sparql	5960
L4/L4_split14.sparql	5886
L4/L4_split15.sparql	5952
L4/L4_split16.sparql	5812
L4/L4_split17.sparql	5832
L4/L4_split18.sparql	5814
L4/L4_split19.sparql	5832
L4/L4_split2.sparql	5960
L4/L4_split3.sparql	5850
L4/L4_split4.sparql	5952
L4/L4_split5.sparql	5814
L4/L4_split6.sparql	5788
L4/L4_split7.sparql	5846
L4/L4_split8.sparql	5886
L4/L4_split9.sparql	5850
L5/L5_split0.sparql	26082
L5/L5_split1.sparql	5147
L5/L5_split10.sparql	1186
L5/L5_split11.sparql	26082
L5/L5_split12.sparql	26082
L5/L5_split13.sparql	1410
L5/L5_split14.sparql	5147
L5/L5_split15.sparql	26082
L5/L5_split16.sparql	5147
L5/L5_split17.sparql	1000
L5/L5_split18.sparql	1936
L5/L5_split19.sparql	26082
L5/L5_split2.sparql	13001
L5/L5_split3.sparql	1739
L5/L5_split4.sparql	1739
L5/L5_split5.sparql	3232
L5/L5_split6.sparql	13001
L5/L5_split7.sparql	1186
L5/L5_split8.sparql	5147
L5/L5_split9.sparql	3232
S1/S1_split0.sparql	5
S1/S1_split1.sparql	0
S1/S1_split10.sparql	13
S1/S1_split11.sparql	4
S1/S1_split12.sparql	9
S1/S1_split13.sparql	5
S1/S1_split14.sparql	9
S1/S1_split15.sparql	0
S1/S1_split16.sparql	5
S1/S1_split17.sparql	0
S1/S1_split18.sparql	0
S1/S1_split19.sparql	0
S1/S1_split2.sparql	0
S1/S1_split3.sparql	9
S1/S1_split4.sparql	0
S1/S1_split5.sparql	4
S1/S1_split6.sparql	5
S1/S1_split7.sparql	0
S1/S1_split8.sparql	14
S1/S1_split9.sparql	0
S2/S2_split0.sparql	1909
S2/S2_split1.sparql	2989
S2/S2_split10.sparql	1293
S2/S2_split11.sparql	2402
S2/S2_split12.sparql	3380
S2/S2_split13.sparql	1343
S2/S2_split14.sparql	8993
S2/S2_split15.sparql	2989
S2/S2_split16.sparql	1909
S2/S2_split17.sparql	3380
S2/S2_split18.sparql	2402
S2/S2_split19.sparql	3380
S2/S2_split2.sparql	1343
S2/S2_split3.sparql	1909
S2/S2_split4.sparql	3380
S2/S2_split5.sparql	4417
S2/S2_split6.sparql	3380
S2/S2_split7.sparql	2402
S2/S2_split8.sparql	1909
S2/S2_split9.sparql	3380
S3/S3_split0.sparql	0
S3/S3_split1.sparql	0
S3/S3_split10.sparql	30866
S3/S3_split11.sparql	0
S3/S3_split12.sparql	0
S3/S3_split13.sparql	0
S3/S3_split14.sparql	0
S3/S3_split15.sparql	0
S3/S3_split16.sparql	0
S3/S3_split17.sparql	0
S3/S3_split18.sparql	0
S3/S3_split19.sparql	0
S3/S3_split2.sparql	0
S3/S3_split3.sparql	0
S3/S3_split4.sparql	0
S3/S3_split5.sparql	0
S3/S3_split6.sparql	0
S3/S3_split7.sparql	0
S3/S3_split8.sparql	30866
S3/S3_split9.sparql	0
S4/S4_split0.sparql	17
S4/S4_split1.sparql	114
S4/S4_split10.sparql	17
S4/S4_split11.sparql	17
S4/S4_split12.sparql	17
S4/S4_split13.sparql	64
S4/S4_split14.sparql	10
S4/S4_split15.sparql	17
S4/S4_split16.sparql	114
S4/S4_split17.sparql	3062
S4/S4_split18.sparql	114
S4/S4_split19.sparql	10
S4/S4_split2.sparql	7
S4/S4_split3.sparql	10
S4/S4_split4.sparql	17
S4/S4_split5.sparql	10
S4/S4_split6.sparql	114
S4/S4_split7.sparql	17
S4/S4_split8.sparql	10
S4/S4_split9.sparql	114
S5/S5_split0.sparql	0
S5/S5_split1.sparql	0
S5/S5_split10.sparql	0
S5/S5_split11.sparql	0
S5/S5_split12.sparql	0
S5/S5_split13.sparql	976
S5/S5_split14.sparql	0
S5/S5_split15.sparql	0
S5/S5_split16.sparql	0
S5/S5_split17.sparql	3444
S5/S5_split18.sparql	976
S5/S5_split19.sparql	0
S5/S5_split2.sparql	3444
S5/S5_split3.sparql	0
S5/S5_split4.sparql	0
S5/S5_split5.sparql	0
S5/S5_split6.sparql	0
S5/S5_split7.sparql	3444
S5/S5_split8.sparql	0
S5/S5_split9.sparql	0
S6/S6_split0.sparql	42
S6/S6_split1.sparql	720
S6/S6_split10.sparql	1616
S6/S6_split11.sparql	42
S6/S6_split12.sparql	1449
S6/S6_split13.sparql	42
S6/S6_split14.sparql	1326
S6/S6_split15.sparql	80
S6/S6_split16.sparql	1045
S6/S6_split17.sparql	1567
S6/S6_split18.sparql	720
S6/S6_split19.sparql	36
S6/S6_split2.sparql	167
S6/S6_split3.sparql	36
S6/S6_split4.sparql	720
S6/S6_split5.sparql	49
S6/S6_split6.sparql	97
S6/S6_split7.sparql	80
S6/S6_split8.sparql	1567
S6/S6_split9.sparql	49
S7/S7_split0.sparql	0
S7/S7_split1.sparql	0
S7/S7_split10.sparql	0
S7/S7_split11.sparql	0
S7/S7_split12.sparql	0
S7/S7_split13.sparql	0
S7/S7_split14.sparql	0
S7/S7_split15.sparql	2
S7/S7_split16.sparql	1
S7/S7_split17.sparql	0
S7/S7_split18.sparql	0
S7/S7_split19.sparql	0
S7/S7_split2.sparql	0
S7/S7_split3.sparql	0
S7/S7_split4.sparql	0
S7/S7_split5.sparql	0
S7/S7_split6.sparql	0
S7/S7_split7.sparql	0
S7/S7_split8.sparql	0
S7/S7_split9.sparql	2
